,CarMaxdesiredSpeed,TruckMaxdesiredSpeed,CarMaxAcceleration,TruckMaxAccerlation,CarNormalDeceleration,TruckNormalDeceleration,CarSensitivityFactor,TruckSensistivityFactor,CarReactionTime,TruckReactionTime,CarVehicleDemand,TruckVehicleDemand,CarGap,TruckGap,Loss,sumloss
0,128.4123147424639,86.70019924827481,2.8454588859289163,1.2406760909732577,3.910580569522464,2.9998931254285632,0.4937660053866696,0.4352209357207053,0.9699210410436524,1.0957913467313207,493.5727649488365,91.8965156794592,1.7351197986464837,2.00572044638672,"[0.13707728597687338, -0.08272151029957575, 4.29898212721988, 0.6958291499017196, 1.4031819113136739]",6.45234896411257
1,129.31835662650744,88.60583360539215,2.9128580289223467,1.3358182207714189,4.009010333909012,2.9065489261818303,0.4940841829545454,0.3993742643478076,0.9477321148282172,1.067756856910125,489.1080567681548,93.58410382209898,1.5803060143161676,1.8584744224030276,"[0.13367348046969385, -0.07700417266804759, 3.654053117289929, 0.6260669185964044, 2.7385637632243913]",7.075353106912371
2,133.35274712345793,88.37116717892856,2.861508014496423,1.387985979757475,3.978819013127139,2.870927075441652,0.4571690699713904,0.4167801399023752,0.9926534085364151,1.1193613705887078,496.6314408783955,96.92724834725117,1.7039565800854657,1.849090966953317,"[0.14798303294141563, -0.07551681254539383, 3.4075536201114502, 0.6479569066216786, 1.3421039181210566]",5.470080665250207
3,130.7134466851724,87.86959152810839,2.8408215792775158,1.337597569561485,3.823946118056797,2.927643560916777,0.4808984372201345,0.447323661484821,1.0588127821857898,1.104669078669564,486.0812566062392,89.60367535728052,1.6102393728508828,1.8950470143149336,"[0.13446089503406075, -0.08655140486276117, 3.825492636726418, 0.44619455633552707, 3.503191469160852]",7.822788152394096
4,125.22562722215024,89.00260833895915,2.7619561959729046,1.314396392125331,3.970245459155469,2.9497383500579284,0.513613939677677,0.4149210561713978,1.0225970927570942,1.1860797134649572,492.2434935690653,94.34017055317928,1.6693306956844591,2.0794021477504145,"[0.12409812840658704, -0.02747151882383557, 4.520685947211519, 0.603053682721095, 2.5352718201540223]",7.755638059669387
5,129.4523868121513,90.50349113334747,2.9044339654119757,1.4395308716313948,4.064868984036116,2.8289981216561477,0.47716572192911755,0.3702775970702064,0.9320232618368892,1.1941424963848652,496.17132985192035,95.40545489006587,1.5407037783405004,2.0262083383813843,"[0.11647881379288019, -0.09040457668700572, 4.19275971229198, 0.413877017417254, 2.1369120319529675]",6.769622998768076
6,129.15044193875792,90.5667633505539,2.887588477296577,1.3474767897038475,3.9901478137465913,2.9488001171349327,0.4324328775233223,0.42633087297480926,0.8963183665639576,1.1536610458377536,490.1071331129511,92.14345320366779,1.678243129609555,1.8331555524104948,"[0.1229176726242724, -0.07311357022799528, 3.3828377017576896, 0.38621134478886976, 3.865490064716436]",7.684343213659273
7,133.507152993759,91.25331933494357,2.9000094440680844,1.3208758628714121,3.9652298537941046,2.949778155835904,0.46960844038778177,0.4157224220527758,0.9408030569702105,1.1025614034961269,501.41299627251146,100.0,1.7966806632051286,1.737875178609116,"[0.11856330288712509, -0.054051337479578264, 2.8643567108720185, 0.42782993734646574, 3.41341279031275]",6.770111403938781
8,123.5477288996946,87.96487627914242,2.7431359377972226,1.2142191248516196,3.981375531118377,3.074576155294012,0.46356110473015105,0.4657748340997039,0.8699447595426179,1.1107617272151025,496.2057293158492,92.8353204987771,1.6460168437674785,2.0054038215413525,"[0.13602998680099943, -0.06164508873753635, 4.466390337122246, 1.0790338938961046, 2.2059503607472974]",7.825759489829111
9,127.41191249442588,89.5258346399452,2.7814734352344863,1.1909689874868865,3.8268265797888956,3.061201048062236,0.5064996173099859,0.4153258671973201,0.9177062848314861,1.0744994168659248,489.2186417837113,90.33566489928472,1.8572957926572613,2.025191920082881,"[0.12218932359298712, -0.032428490055412804, 3.8871403607615465, 1.0848626578596428, 2.225806388649896]",7.287570240808659
10,129.4270897728997,87.74567153817014,2.88403984074544,1.145276675785392,3.8330414026306445,2.9646335937767234,0.4933449743149947,0.46745011803561365,0.9591536773716622,1.1478399725388293,487.2974171512261,94.98128945523895,1.8575714375502883,2.1683604886676666,"[0.1233068857542863, -0.05058050788181488, 4.658663464578904, 1.1757168848408743, 3.224447785347736]",9.131554512639987
11,132.3985952026993,87.89556139810902,2.8345160927196322,1.1686522047005872,3.933367444677227,2.9258987659542632,0.4491834657953633,0.3938797423192314,0.9688046159544609,1.1775665295966833,496.45469733515955,93.21816321433154,1.8633541852037492,1.856167918038837,"[0.1311792233319733, -0.06749109284898827, 4.185692434988291, 0.6670558926971132, 1.8644136204391566]",6.780850078607546
